,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
177,1300.0,4.0,4.0,Semi-Furnished,Rohini Sector 22,1.0,15000000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
178,1100.0,3.0,2.0,Semi-Furnished,Rohini Sector 20,1.0,6200000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
179,1030.0,3.0,2.0,Furnished,Rohini Sector 20,1.0,6200000.0,Ready_to_move,New_Property,Builder_Floor,5255.0
180,350.0,1.0,1.0,Semi-Furnished,"Rohini ( 1 km from Shahbad Dairy, Rohini)",1.0,2300000.0,Ready_to_move,New_Property,Builder_Floor,
181,750.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5000000.0,Ready_to_move,New_Property,Apartment,6667.0
182,720.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,4700000.0,Ready_to_move,New_Property,Apartment,6528.0
183,800.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5500000.0,Ready_to_move,New_Property,Apartment,6875.0
184,350.0,1.0,1.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,2000000.0,Ready_to_move,New_Property,Apartment,5714.0
185,980.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,7300000.0,Ready_to_move,New_Property,Apartment,7449.0
186,1600.0,4.0,3.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,13000000.0,Ready_to_move,New_Property,Apartment,8125.0
187,1450.0,3.0,3.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,11500000.0,Ready_to_move,New_Property,Apartment,7931.0
188,445.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,2800000.0,Ready_to_move,New_Property,Apartment,7931.0
189,380.0,1.0,1.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,2200000.0,Ready_to_move,New_Property,Apartment,5789.0
190,680.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,4400000.0,Ready_to_move,New_Property,Apartment,6471.0
191,1600.0,3.0,3.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,13500000.0,Ready_to_move,New_Property,Apartment,8438.0
192,630.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,4100000.0,Ready_to_move,New_Property,Apartment,6508.0
193,1500.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,12000000.0,Ready_to_move,New_Property,Apartment,8000.0
194,550.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,3500000.0,Ready_to_move,New_Property,Apartment,6364.0
195,2500.0,4.0,3.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,15000000.0,Ready_to_move,New_Property,Apartment,6000.0
196,2800.0,5.0,4.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,17500000.0,Ready_to_move,New_Property,Apartment,6250.0
197,300.0,1.0,1.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,1900000.0,Ready_to_move,New_Property,Apartment,6333.0
198,800.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5500000.0,Ready_to_move,New_Property,Apartment,6875.0
199,1295.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,10000000.0,Ready_to_move,New_Property,Apartment,6875.0
200,700.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,4700000.0,Ready_to_move,New_Property,Apartment,6714.0
201,350.0,1.0,1.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,2400000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
202,450.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,3800000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
203,2200.0,4.0,4.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,23000000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
204,2300.0,4.0,4.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,24500000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
205,1150.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,10000000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
206,800.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5500000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
207,850.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,7000000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
208,720.0,3.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,6500000.0,Ready_to_move,New_Property,Builder_Floor,6714.0
209,4688.0,5.0,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,135000000.0,Almost_ready,New_Property,Apartment,28797.0
210,750.0,2.0,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5000000.0,Ready_to_move,New_Property,Apartment,6667.0
211,3901.0,4.0,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,93000000.0,Almost_ready,New_Property,Apartment,23840.0
212,950.0,3.0,2.0,Furnished,"Uttam Nagar Floors, Uttam Nagar",1.0,4370000.0,Ready_to_move,New_Property,Apartment,4600.0
213,1000.0,3.0,2.0,Unfurnished,"Virat Residency, Dwarka Mor",1.0,4620000.0,Ready_to_move,New_Property,Apartment,4620.0
214,850.0,2.0,1.0,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1.0,1900000.0,Ready_to_move,New_Property,Apartment,2235.0
215,2400.0,4.0,4.0,Semi-Furnished,"Find Homes, Greater Kailash 2",1.0,70000000.0,Ready_to_move,New_Property,Apartment,2235.0
216,1350.0,3.0,2.0,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.0,5130000.0,Ready_to_move,New_Property,Apartment,3800.0
217,540.0,2.0,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.0,3000000.0,Ready_to_move,New_Property,Apartment,5000.0
218,1387.0,4.0,4.0,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.0,5890000.0,Ready_to_move,New_Property,Apartment,4247.0
219,540.0,2.0,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.0,3300000.0,Ready_to_move,New_Property,Apartment,6111.0
220,976.0,2.0,2.0,Furnished,"Godrej South Estate, Okhla",1.0,24900000.000000004,Ready_to_move,New_Property,Apartment,25512.0
221,1050.0,3.0,2.0,Unfurnished,"The Elite Spire, Dwarka Sector 21",1.0,3700000.0,Ready_to_move,New_Property,Apartment,3524.0
222,2700.0,4.0,3.0,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1.0,60000000.0,Ready_to_move,New_Property,Builder_Floor,22222.0
223,1500.0,3.0,2.0,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.0,17400000.0,Ready_to_move,Resale,Apartment,22222.0
224,2900.0,5.0,5.0,Furnished,Janakpuri Block A3,1.0,51000000.0,Almost_ready,New_Property,Builder_Floor,22222.0
225,5025.0,5.0,6.0,Unfurnished,Greater Kailash 2,4.0,170000000.0,Almost_ready,New_Property,Builder_Floor,22222.0
226,1000.0,3.0,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000.0,Almost_ready,New_Property,Builder_Floor,22222.0
227,1135.0,3.0,3.0,Furnished,"The Amaryllis, Karol Bagh",2.0,25000000.0,Almost_ready,Resale,Apartment,22222.0
228,2306.0,3.0,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,57000000.0,Almost_ready,New_Property,Apartment,24718.0
229,850.0,2.0,2.0,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1.0,2940000.0,Almost_ready,New_Property,Apartment,24718.0
230,1200.0,3.0,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.0,15500000.0,Ready_to_move,Resale,Apartment,24718.0
231,1700.0,3.0,2.0,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1.0,17200000.0,Ready_to_move,Resale,Apartment,24718.0
232,1800.0,4.0,3.0,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2.0,55000000.0,Ready_to_move,Resale,Builder_Floor,30556.0
233,1100.0,2.0,2.0,Semi-Furnished,Vasant Kunj,1.0,15000000.0,Ready_to_move,Resale,Apartment,30556.0
234,22050.0,4.0,4.0,Semi-Furnished,Greater Kailash 1,2.0,51000000.0,Almost_ready,New_Property,Builder_Floor,30556.0
235,1550.0,4.0,3.0,Semi-Furnished,Rohini Sector 24,1.0,13000000.0,Ready_to_move,New_Property,Builder_Floor,30556.0
236,1600.0,3.0,3.0,Semi-Furnished,Greater Kailash 1,1.0,30000000.0,Ready_to_move,New_Property,Builder_Floor,18750.0
237,700.0,2.0,2.0,Semi-Furnished,"Khanpur, Madangir",1.0,2400000.0,Ready_to_move,New_Property,Builder_Floor,18750.0
238,45.0,4.0,3.0,Unfurnished,"Batla House, Okhla",1.0,5500000.0,Ready_to_move,New_Property,Builder_Floor,18750.0
239,3510.0,4.0,4.0,Semi-Furnished,"Friends Colony West, New Friends Colony",2.0,45000000.0,Ready_to_move,Resale,Builder_Floor,
240,4500.0,4.0,4.0,Semi-Furnished,New Friends Colony,2.0,60000000.0,Ready_to_move,New_Property,Builder_Floor,120000.0
241,1800.0,4.0,4.0,Semi-Furnished,New Friends Colony,2.0,65000000.0,Ready_to_move,New_Property,Builder_Floor,120000.0
242,6000.0,5.0,5.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",9.0,220000000.0,Ready_to_move,New_Property,Builder_Floor,120000.0
243,4300.0,4.0,4.0,Unfurnished,"New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",2.0,60000000.0,Ready_to_move,Resale,Builder_Floor,120000.0
244,1700.0,3.0,3.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,38500000.0,Ready_to_move,New_Property,Builder_Floor,120000.0
245,2500.0,3.0,3.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.0,50000000.0,Ready_to_move,Resale,Apartment,120000.0
246,4500.0,4.0,4.0,Semi-Furnished,New Friends Colony,2.0,75000000.0,Ready_to_move,New_Property,Builder_Floor,120000.0
247,2450.0,4.0,4.0,Furnished,"Friends Colony West, New Friends Colony",2.0,70000000.0,Ready_to_move,New_Property,Builder_Floor,120000.0
248,10350.0,4.0,7.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",3.0,160000000.0,Ready_to_move,New_Property,Apartment,15459.0
249,4800.0,3.0,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",1.0,85000000.0,Ready_to_move,Resale,Builder_Floor,15459.0
250,1600.0,3.0,3.0,Semi-Furnished,New Friends Colony,2.0,40000000.0,Ready_to_move,Resale,Apartment,15459.0
251,3500.0,4.0,4.0,Unfurnished,New Friends Colony,2.0,90000000.0,Ready_to_move,Resale,Builder_Floor,15459.0
252,2100.0,4.0,5.0,Semi-Furnished,New Friends Colony,2.0,56000000.0,Ready_to_move,New_Property,Builder_Floor,15459.0
253,4200.0,5.0,5.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,135500000.0,Ready_to_move,New_Property,Builder_Floor,15459.0
254,1500.0,3.0,3.0,Semi-Furnished,New Friends Colony,2.0,60000000.0,Ready_to_move,New_Property,Builder_Floor,15459.0
255,8150.0,4.0,5.0,Unfurnished,"Maharani Bagh, New Friends Colony",4.0,170000000.0,Ready_to_move,New_Property,Builder_Floor,15459.0
256,2200.0,4.0,4.0,Semi-Furnished,"Kalindi Colony, Maharani Bagh, New Friends Colony",2.0,50000000.0,Ready_to_move,Resale,Builder_Floor,15459.0
257,3500.0,4.0,5.0,Semi-Furnished,New Friends Colony,2.0,58000000.0,Ready_to_move,New_Property,Builder_Floor,15459.0
258,2070.0,3.0,3.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,37500000.0,Ready_to_move,New_Property,Builder_Floor,15459.0
259,3500.0,3.0,3.0,Unfurnished,"Maharani Bagh, New Friends Colony",1.0,45000000.0,Ready_to_move,Resale,Builder_Floor,15459.0
260,2000.0,4.0,4.0,Semi-Furnished,New Friends Colony,3.0,70000000.0,Ready_to_move,New_Property,Builder_Floor,15459.0
261,2800.0,6.0,4.0,Semi-Furnished,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2.0,29500000.0,Ready_to_move,Resale,Apartment,15459.0
262,2550.0,4.0,4.0,Unfurnished,New Friends Colony,1.0,60000000.0,Ready_to_move,Resale,Builder_Floor,23529.0
263,4500.0,4.0,4.0,Semi-Furnished,New Friends Colony,2.0,70000000.0,Ready_to_move,Resale,Builder_Floor,23529.0
264,1400.0,3.0,3.0,Semi-Furnished,New Friends Colony,2.0,50000000.0,Ready_to_move,New_Property,Builder_Floor,23529.0
265,2800.0,4.0,5.0,Semi-Furnished,New Friends Colony,2.0,75000000.0,Ready_to_move,New_Property,Builder_Floor,23529.0
266,2700.0,4.0,4.0,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2.0,52500000.0,Ready_to_move,New_Property,Builder_Floor,23529.0
267,4500.0,4.0,4.0,Semi-Furnished,New Friends Colony,2.0,55000000.0,Ready_to_move,Resale,Builder_Floor,23529.0
268,7200.0,4.0,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.0,120000000.0,Ready_to_move,Resale,Builder_Floor,16667.0
269,2799.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",,65000000.0,Ready_to_move,New_Property,Builder_Floor,
270,2650.0,4.0,4.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,75000000.0,Ready_to_move,New_Property,Builder_Floor,
271,2200.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000.0,Ready_to_move,New_Property,Builder_Floor,
272,3500.0,5.0,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,70000000.0,Ready_to_move,New_Property,Builder_Floor,20000.0
273,2200.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000.0,Ready_to_move,New_Property,Builder_Floor,20000.0
274,2200.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,40000000.0,Ready_to_move,New_Property,Builder_Floor,20000.0
275,3500.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,85000000.0,Ready_to_move,New_Property,Builder_Floor,20000.0
276,1440.0,3.0,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,20000.0
277,3150.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,35000000.0,Ready_to_move,Resale,Builder_Floor,11111.0
278,900.0,2.0,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,20000000.0,Ready_to_move,Resale,Builder_Floor,11111.0
279,3690.0,4.0,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,79000000.0,Almost_ready,New_Property,Builder_Floor,21409.0
280,1200.0,3.0,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,17000000.0,Ready_to_move,Resale,Builder_Floor,21409.0
281,4500.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000.0,Ready_to_move,Resale,Builder_Floor,95000.0
282,2799.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,43000000.0,Ready_to_move,New_Property,Builder_Floor,15363.0
283,1350.0,3.0,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,19259.0
284,1200.0,3.0,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,25000000.0,Ready_to_move,New_Property,Builder_Floor,20833.0
285,2177.0,4.0,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,51000000.0,Ready_to_move,New_Property,Builder_Floor,20833.0
286,1500.0,3.0,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,40000000.0,Ready_to_move,New_Property,Builder_Floor,20833.0
287,1600.0,3.0,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,22500000.0,Ready_to_move,Resale,Builder_Floor,20833.0
288,4500.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,70000000.0,Ready_to_move,New_Property,Builder_Floor,20833.0
289,2150.0,4.0,4.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,45000000.0,Ready_to_move,New_Property,Builder_Floor,20930.0
290,2107.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,51100000.0,Ready_to_move,New_Property,Apartment,20930.0
291,1150.0,3.0,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",1.0,25500000.0,Ready_to_move,New_Property,Builder_Floor,20930.0
292,1240.0,3.0,3.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,26500000.0,Ready_to_move,New_Property,Builder_Floor,20930.0
293,1000.0,2.0,2.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,15000000.0,Ready_to_move,Resale,Builder_Floor,20930.0
294,4500.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,55000000.0,Ready_to_move,Resale,Builder_Floor,20930.0
295,1150.0,3.0,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,26000000.0,Ready_to_move,New_Property,Builder_Floor,20930.0
296,2000.0,4.0,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,38000000.0,Ready_to_move,Resale,Builder_Floor,20930.0
297,4500.0,4.0,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,72500000.0,Ready_to_move,Resale,Builder_Floor,20930.0
298,3000.0,4.0,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",4.0,65000000.0,Ready_to_move,New_Property,Builder_Floor,20930.0
299,700.0,2.0,2.0,Unfurnished,"Ram Nagar, Shahdara",,4600000.0,Ready_to_move,New_Property,Builder_Floor,
300,750.0,2.0,2.0,Semi-Furnished,"Jyoti Nagar West, Shahdara",,9200000.0,Ready_to_move,Resale,Builder_Floor,
301,1350.0,4.0,3.0,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2.0,9500000.0,Ready_to_move,Resale,Apartment,
302,900.0,2.0,2.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,4500000.0,Ready_to_move,Resale,Builder_Floor,
303,970.0,3.0,2.0,Semi-Furnished,"Balbir Nagar, Shahdara",1.0,6500000.0,Ready_to_move,Resale,Builder_Floor,
304,1000.0,3.0,2.0,Furnished,"Rohitash Nagar East, Shahdara",1.0,5650000.0,Ready_to_move,Resale,Builder_Floor,
305,1425.0,3.0,3.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,9300000.0,Ready_to_move,Resale,Builder_Floor,6526.0
306,440.0,2.0,2.0,Unfurnished,Shahdara,1.0,2700000.0,Ready_to_move,Resale,Apartment,6526.0
307,1017.0,2.0,2.0,Furnished,"Vishwas Nagar, Shahdara",1.0,6500000.0,Ready_to_move,New_Property,Builder_Floor,6526.0
308,650.0,2.0,2.0,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1.0,5800000.0,Ready_to_move,Resale,Apartment,6526.0
309,950.0,3.0,2.0,Semi-Furnished,Shahdara,1.0,5500000.0,Ready_to_move,Resale,Apartment,6526.0
310,810.0,3.0,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000.0,Ready_to_move,Resale,Builder_Floor,6526.0
311,750.0,2.0,2.0,Unfurnished,"Balbir Nagar, Shahdara",1.0,4500000.0,Ready_to_move,Resale,Builder_Floor,6526.0
312,990.0,2.0,2.0,Semi-Furnished,Shahdara,2.0,4100000.0,Ready_to_move,Resale,Builder_Floor,6526.0
313,800.0,3.0,2.0,Semi-Furnished,"Ram Nagar, Shahdara",2.0,3800000.0,Ready_to_move,Resale,Builder_Floor,6526.0
314,675.0,2.0,1.0,Unfurnished,Shahdara,1.0,3300000.0,Ready_to_move,Resale,Apartment,6526.0
315,558.0,2.0,1.0,Unfurnished,"Rohtash Nagar, Shahdara",1.0,2900000.0,Ready_to_move,New_Property,Builder_Floor,6526.0
316,445.0,2.0,1.0,Unfurnished,"Ram Nagar Extension, Shahdara",1.0,2000000.0,Ready_to_move,Resale,Builder_Floor,6526.0
317,360.0,2.0,1.0,Unfurnished,"Maujpur, Shahdara",1.0,1550000.0,Ready_to_move,New_Property,Builder_Floor,6526.0
318,1350.0,4.0,3.0,Semi-Furnished,"Mansarowar Park, Shahdara",1.0,11299999.999999998,Ready_to_move,New_Property,Builder_Floor,6526.0
319,850.0,3.0,2.0,Semi-Furnished,"Gorakh Park West, Shahdara",1.0,4500000.0,Ready_to_move,Resale,Builder_Floor,6526.0
320,846.0,2.0,1.0,Unfurnished,"Shivnam Apartment, Shahdara",1.0,3300000.0,Ready_to_move,New_Property,Apartment,3901.0
321,1300.0,4.0,3.0,Furnished,"Mansarowar Park, Shahdara",1.0,11500000.0,Ready_to_move,New_Property,Builder_Floor,3901.0
322,900.0,3.0,2.0,Semi-Furnished,"Ram Nagar Extension, Shahdara",1.0,6000000.0,Almost_ready,New_Property,Builder_Floor,3901.0
323,1050.0,3.0,2.0,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1.0,9000000.0,Ready_to_move,Resale,Apartment,3901.0
324,850.0,2.0,2.0,Furnished,"Jyoti Colony, Shahdara",1.0,4500000.0,Ready_to_move,Resale,Builder_Floor,3901.0
325,1650.0,4.0,3.0,Furnished,Shahdara,1.0,14000000.0,Almost_ready,New_Property,Apartment,3901.0
326,1150.0,2.0,2.0,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1.0,7300000.0,Ready_to_move,Resale,Apartment,6347.0
327,495.13939999999997,1.0,1.0,Furnished,Shahdara,1.0,1900000.0,Ready_to_move,Resale,Builder_Floor,41304.0
328,1053.0,3.0,2.0,Furnished,"Naveen Shahdara, Shahdara",4.0,7000000.0,Ready_to_move,Resale,Builder_Floor,41304.0
329,810.0,3.0,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000.0,Ready_to_move,Resale,Builder_Floor,
330,750.0,1.0,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6400000.0,Ready_to_move,Resale,Builder_Floor,
331,540.0,2.0,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000.0,Ready_to_move,New_Property,Apartment,5000.0
332,747.0,2.0,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,6500000.0,Ready_to_move,Resale,Builder_Floor,8701.0
333,720.0,2.0,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4000000.0,Ready_to_move,Resale,Builder_Floor,5556.0
334,376.7365,1.0,1.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,3000000.0,Ready_to_move,New_Property,Apartment,85715.0
335,1125.0,2.0,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,5000000.0,Ready_to_move,Resale,Builder_Floor,4444.0
336,713.0,2.0,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000.0,Ready_to_move,New_Property,Builder_Floor,4444.0
337,360.0,1.0,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,2500000.0,Ready_to_move,Resale,Builder_Floor,6944.0
338,900.0,2.0,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6500000.0,Ready_to_move,Resale,Apartment,7222.0
339,713.0,3.0,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,8000000.0,Ready_to_move,Resale,Apartment,11220.0
340,504.0,2.0,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000.0,Ready_to_move,Resale,Builder_Floor,5357.0
341,70.0,1.0,2.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,4500000.0,Ready_to_move,Resale,Apartment,5357.0
342,850.0,3.0,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,5700000.0,Ready_to_move,Resale,Builder_Floor,6706.0
343,2430.0,4.0,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,25000000.0,Ready_to_move,Resale,Builder_Floor,10288.0
344,2475.0,3.0,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,70000000.0,Ready_to_move,Resale,Builder_Floor,28283.0
345,2970.0,7.0,4.0,Furnished,"Yamuna Vihar, Shahdara",1.0,26500000.0,Ready_to_move,Resale,Builder_Floor,8923.0
346,2250.0,3.0,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,18500000.0,Ready_to_move,Resale,Builder_Floor,8222.0
347,1500.0,5.0,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,30000000.0,Ready_to_move,Resale,Builder_Floor,20000.0
348,1512.0,2.0,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000.0,Ready_to_move,Resale,Builder_Floor,14550.0
349,400.0,2.0,2.0,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",1.0,9000000.0,Ready_to_move,Resale,Builder_Floor,14550.0
350,2160.0,3.0,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,65000000.0,Ready_to_move,Resale,Builder_Floor,30093.0
351,630.0,3.0,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22500000.0,Ready_to_move,Resale,Builder_Floor,35714.0
352,324.0,6.0,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,8700000.0,Ready_to_move,Resale,Builder_Floor,35714.0
353,720.0,6.0,5.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000.0,Ready_to_move,Resale,Builder_Floor,35714.0
354,675.0,4.0,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,18500000.0,Ready_to_move,Resale,Builder_Floor,35714.0
355,700.0,2.0,1.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000.0,Ready_to_move,New_Property,Builder_Floor,22857.0
